Sira,MAHALLE,IL,ILCE
31172,AŞAĞI KUYUCAK,VAN,ÇALDIRAN
31173,AŞAĞI MUTLU,VAN,ÇALDIRAN
31174,AŞAĞI YANIKTAŞ,VAN,ÇALDIRAN
31175,AVCIBAŞI,VAN,ÇALDIRAN
31176,AYRANCILAR,VAN,ÇALDIRAN
31177,BAŞEĞMEZ,VAN,ÇALDIRAN
31178,BAYDOĞAN,VAN,ÇALDIRAN
31179,BEZİRHANE,VAN,ÇALDIRAN
31180,BUĞULUKAYNAK,VAN,ÇALDIRAN
31181,BURÇAKALAN,VAN,ÇALDIRAN
31182,ÇAYIRKÖY,VAN,ÇALDIRAN
31183,ÇUBUKLU,VAN,ÇALDIRAN
31184,DEMİRCİK,VAN,ÇALDIRAN
31185,DİREKLİ,VAN,ÇALDIRAN
31186,DOYUMALAN,VAN,ÇALDIRAN
31187,ERGİNLER,VAN,ÇALDIRAN
31188,EVCİLER,VAN,ÇALDIRAN
31189,GÜLYOLU,VAN,ÇALDIRAN
31190,GÜNGÖREN,VAN,ÇALDIRAN
31191,HANGEDİĞİ,VAN,ÇALDIRAN
31192,HANKÖY,VAN,ÇALDIRAN
31193,İNCEALAN,VAN,ÇALDIRAN
31194,İSMAİLBABA,VAN,ÇALDIRAN
31195,KALKANDELEN,VAN,ÇALDIRAN
31196,KARADULDA,VAN,ÇALDIRAN
31197,KAŞIM,VAN,ÇALDIRAN
31198,KILAVUZ,VAN,ÇALDIRAN
31199,KİLİMLİ,VAN,ÇALDIRAN
31200,KOÇOVASI,VAN,ÇALDIRAN
31201,KURTOĞLAN,VAN,ÇALDIRAN
31202,KUSKUNKIRAN,VAN,ÇALDIRAN
31203,OSMANLI,VAN,ÇALDIRAN
31204,SALHANE,VAN,ÇALDIRAN
31205,SARIÇİMEN,VAN,ÇALDIRAN
31206,SARIHARMAN,VAN,ÇALDIRAN
31207,SELLİK,VAN,ÇALDIRAN
31208,SERPMETAŞ,VAN,ÇALDIRAN
31209,SOĞUKSU,VAN,ÇALDIRAN
31210,SUNGUR,VAN,ÇALDIRAN
31211,TEKİNDERE,VAN,ÇALDIRAN
31212,TEMRENLİ,VAN,ÇALDIRAN
31213,TOPRAKSEVEN,VAN,ÇALDIRAN
31214,UMUTTEPE,VAN,ÇALDIRAN
31215,YAĞIBASAN,VAN,ÇALDIRAN
31216,YASSITEPE,VAN,ÇALDIRAN
31217,YAYKILIÇ,VAN,ÇALDIRAN
31218,YENİYAKA,VAN,ÇALDIRAN
31219,YUKARI ÇANAK,VAN,ÇALDIRAN
31220,YUKARI DİKME,VAN,ÇALDIRAN
31221,YUKARI GÜLDEREN,VAN,ÇALDIRAN
31222,YUKARI KUYUCAK,VAN,ÇALDIRAN
31223,YUKARI MUTLU,VAN,ÇALDIRAN
31224,YUKARI SAĞMALLI,VAN,ÇALDIRAN
31225,YUKARI YANIKTAŞ,VAN,ÇALDIRAN
31226,YUVACIK,VAN,ÇALDIRAN
31227,YÜCELEN,VAN,ÇALDIRAN
31228,ZÜLFİBULAK,VAN,ÇALDIRAN
31229,BEYAZIT,VAN,ÇALDIRAN
31230,CUMHURİYET,VAN,ÇALDIRAN
31231,FATİH,VAN,ÇALDIRAN
31232,YAVUZSELİM,VAN,ÇALDIRAN
31233,ŞEHİT JANDARMA BİNBAŞI KIVANÇ CESUR,VAN,ÇALDIRAN
31234,ADNAN MENDERES,VAN,ÇATAK
31235,CUMHURİYET,VAN,ÇATAK
31236,HACIOSMAN,VAN,ÇATAK
31237,BAHÇELİEVLER,VAN,ÇATAK
31238,KARŞIYAKA,VAN,ÇATAK
31239,AĞAÇLIK,VAN,ÇATAK
31240,AKÇABÜK,VAN,ÇATAK
31241,ALACAYAR,VAN,ÇATAK
31242,AŞAĞI NARLICA,VAN,ÇATAK
31243,BİLGİ,VAN,ÇATAK
31244,BOYUNPINAR,VAN,ÇATAK
31245,ÇILGA,VAN,ÇATAK
31246,DEREBAŞI,VAN,ÇATAK
31247,ELİAÇIK,VAN,ÇATAK
31248,GÖRENTAŞ,VAN,ÇATAK
31249,IŞINLI,VAN,ÇATAK
31250,KAÇIT,VAN,ÇATAK
31251,KORULU,VAN,ÇATAK
31252,ONAĞIL,VAN,ÇATAK
31253,SÖZVEREN,VAN,ÇATAK
31254,TEKNECİK,VAN,ÇATAK
31255,TOYGA,VAN,ÇATAK
31256,UZUNTEKNE,VAN,ÇATAK
31257,YUKARI NARLICA,VAN,ÇATAK
31258,ATLIHAN,VAN,ÇATAK
31259,DOKUZDAM,VAN,ÇATAK
31260,KONALGA,VAN,ÇATAK
31261,ÖVECEK,VAN,ÇATAK
31262,SIRMALI,VAN,ÇATAK
31263,SUGELDİ,VAN,ÇATAK
31264,SELÇUKLU,VAN,ÇATAK
31265,NARLI,VAN,ÇATAK
31266,DALBASTI,VAN,ÇATAK
31267,ERENKENT,VAN,EDREMİT
31268,ERDEMKENT,VAN,EDREMİT
31269,MÜLK,VAN,EDREMİT
31270,EMİNPAŞA,VAN,EDREMİT
31271,SELAHATTİN EYYUBİ,VAN,EDREMİT
31272,ANDAÇ,VAN,EDREMİT
31273,AYAZPINAR,VAN,EDREMİT
31274,BAKACIK,VAN,EDREMİT
31275,ÇAYIRBAŞI,VAN,EDREMİT
31276,DİLKAYA,VAN,EDREMİT
31277,DOĞANLAR,VAN,EDREMİT
31278,DÖNEMEÇ,VAN,EDREMİT
31279,ENGİNSU,VAN,EDREMİT
31280,KÖKLÜ,VAN,EDREMİT
31281,KÖPRÜLER,VAN,EDREMİT
31282,KÖŞKKÖY,VAN,EDREMİT
31283,AKIN,VAN,EDREMİT
31284,KAVURMA,VAN,EDREMİT
31285,KURUBAŞ,VAN,EDREMİT
31286,TAŞKONAK,VAN,EDREMİT
31287,ESENTEPE,VAN,EDREMİT
31288,GÖLKAŞI,VAN,EDREMİT
31289,BAKIMLI,VAN,EDREMİT
31290,KIYICAK,VAN,EDREMİT
31291,ŞABANİYE,VAN,EDREMİT
31292,SÜPHAN,VAN,EDREMİT
31293,ESKİCAMİİ,VAN,EDREMİT
31294,YENİCAMİİ,VAN,EDREMİT
31295,YENİ,VAN,EDREMİT
31296,ELMALIK,VAN,EDREMİT
31297,YUKARIÇINARLI,VAN,ERCİŞ
31298,GÖLAĞZI,VAN,ERCİŞ
31299,LATİFİYE,VAN,ERCİŞ
31300,SALİHİYE,VAN,ERCİŞ
31301,ALKANAT,VAN,ERCİŞ
31302,BAYAZIT,VAN,ERCİŞ
31303,CAMİKEBİR,VAN,ERCİŞ
31304,KIŞLA,VAN,ERCİŞ
31305,ÖRENE,VAN,ERCİŞ
31306,TEKEVLER,VAN,ERCİŞ
31307,VANYOLU,VAN,ERCİŞ
31308,BULAMAÇ,VAN,ERCİŞ
31309,ÇELEBİBAĞI,VAN,ERCİŞ
31310,AĞAÇÖREN,VAN,ERCİŞ
31311,AĞIRKAYA,VAN,ERCİŞ
31312,AKÇAYUVA,VAN,ERCİŞ
31313,AKSAKAL,VAN,ERCİŞ
31314,AŞAĞIIŞIKLI,VAN,ERCİŞ
31315,BAYRAMLI,VAN,ERCİŞ
31316,ÇAKIRBEY,VAN,ERCİŞ
31317,ÇATAKDİBİ,VAN,ERCİŞ
31318,DİNLENCE,VAN,ERCİŞ
31319,DOĞANCI,VAN,ERCİŞ
31320,DOLUCA,VAN,ERCİŞ
31321,EVBEYLİ,VAN,ERCİŞ
31322,GERGİLİ,VAN,ERCİŞ
31323,GÖRÜŞLÜ,VAN,ERCİŞ
31324,HASANABDAL,VAN,ERCİŞ
31325,İKİZÇALI,VAN,ERCİŞ
31326,İŞBAŞI,VAN,ERCİŞ
31327,KARATAVUK,VAN,ERCİŞ
31328,KASIMBAĞI,VAN,ERCİŞ
31329,KIRKDEĞİRMEN,VAN,ERCİŞ
31330,KARDOĞAN,VAN,ERCİŞ
31331,KÖYCÜK,VAN,ERCİŞ
31332,MAĞARA,VAN,ERCİŞ
31333,NİŞANCI,VAN,ERCİŞ
31334,OYALI,VAN,ERCİŞ
31335,SABANBÜKEN,VAN,ERCİŞ
31336,SÖĞÜTLÜ,VAN,ERCİŞ
31337,ŞEHİRPAZAR,VAN,ERCİŞ
31338,TAŞKAPI,VAN,ERCİŞ
31339,TEKLER,VAN,ERCİŞ
31340,ULUPAMİR,VAN,ERCİŞ
31341,YALINDAM,VAN,ERCİŞ
31342,YILANLI,VAN,ERCİŞ
31343,YÖRELİ,VAN,ERCİŞ
31344,YUKARIIŞIKLI,VAN,ERCİŞ
31345,YÜNÖREN,VAN,ERCİŞ
31346,AŞAĞIÇÖKEK,VAN,ERCİŞ
31347,AŞAĞIGÖZE,VAN,ERCİŞ
31348,AŞAĞIKOZLUCA,VAN,ERCİŞ
31349,DERİMEVİ,VAN,ERCİŞ
31350,ERGÜCÜ,VAN,ERCİŞ
31351,HACIKAŞ,VAN,ERCİŞ
31352,HOCAALİ,VAN,ERCİŞ
31353,KADİRASKER,VAN,ERCİŞ
31354,KEKLİKOVA,VAN,ERCİŞ
31355,KIZILÖREN,VAN,ERCİŞ
31356,KOÇKÖPRÜ,VAN,ERCİŞ
31357,PAYKÖY,VAN,ERCİŞ
31358,SALMANAĞA,VAN,ERCİŞ
31359,TOPRAKLI,VAN,ERCİŞ
31360,YANKITEPE,VAN,ERCİŞ
31361,AKBAŞ,VAN,ERCİŞ
31362,APDALMEZRASI,VAN,ERCİŞ
31363,AŞAĞIAKÇAGEDİK,VAN,ERCİŞ
31364,BOZYAKA,VAN,ERCİŞ
31365,BUCAKÖNÜ,VAN,ERCİŞ
31366,ÇATALTEPE,VAN,ERCİŞ
31367,ÇETİNTAŞ,VAN,ERCİŞ
31368,ÇİMEN,VAN,ERCİŞ
31369,ÇOBANDÜZÜ,VAN,ERCİŞ
31370,ÇUBUKLU,VAN,ERCİŞ
31371,DEREKENT,VAN,ERCİŞ
31372,DURACAK,VAN,ERCİŞ
31373,DÜVENCİ,VAN,ERCİŞ
31374,EKİCİLER,VAN,ERCİŞ
31375,GEDİKDİBİ,VAN,ERCİŞ
31376,GÖKOĞLAN,VAN,ERCİŞ
31377,GÖZÜTOK,VAN,ERCİŞ
31378,GÜLTEPE,VAN,ERCİŞ
31379,GÜMÜŞOLUK,VAN,ERCİŞ
31380,KARLIYAYLA,VAN,ERCİŞ
31381,KAYABOYUN,VAN,ERCİŞ
31382,KEKİKSIRTI,VAN,ERCİŞ
31383,KIRKPINAR,VAN,ERCİŞ
31384,ORTAYAYLA,VAN,ERCİŞ
31385,PINARLI,VAN,ERCİŞ
31386,ŞEREFLİ,VAN,ERCİŞ
31387,TAŞEVLER,VAN,ERCİŞ
31388,TAŞLIÇAY,VAN,ERCİŞ
31389,UNCULAR,VAN,ERCİŞ
31390,YETİŞEN,VAN,ERCİŞ
31391,YOLDERE,VAN,ERCİŞ
31392,YUKARIAKÇAGEDİK,VAN,ERCİŞ
31393,ADNAN MENDERES,VAN,ERCİŞ
31394,SAHİL KENT,VAN,ERCİŞ
31395,HAYDARBEY,VAN,ERCİŞ
31396,DELİÇAY,VAN,ERCİŞ
31397,KOCAPINAR,VAN,ERCİŞ
31398,YEŞİLOVA,VAN,ERCİŞ
31399,AKDAMAR,VAN,GEVAŞ
31400,DEREAĞZI,VAN,GEVAŞ
31401,GÜZELKONAK,VAN,GEVAŞ
31402,HİŞET,VAN,GEVAŞ
31403,UYSAL,VAN,GEVAŞ
31404,ABALI,VAN,GEVAŞ
31405,ALADÜZ,VAN,GEVAŞ
31406,ALTINSAÇ,VAN,GEVAŞ
31407,ANAKÖY,VAN,GEVAŞ
31408,ATALAN,VAN,GEVAŞ
31409,AYDINOCAK,VAN,GEVAŞ
31410,BAĞLAMA,VAN,GEVAŞ
31411,DAĞYÖRE,VAN,GEVAŞ
31412,DALDERE,VAN,GEVAŞ
31413,DEĞİRMİTAŞ,VAN,GEVAŞ
31414,DİLMETAŞ,VAN,GEVAŞ
31415,DOKUZAĞAÇ,VAN,GEVAŞ
31416,GÖRÜNDÜ,VAN,GEVAŞ
31417,GÜNDOĞAN,VAN,GEVAŞ
31418,HASBEY,VAN,GEVAŞ
31419,İKİZLER,VAN,GEVAŞ
31420,İNKÖY,VAN,GEVAŞ
31421,KAYALAR,VAN,GEVAŞ
31422,KAZANÇ,VAN,GEVAŞ
31423,KIZILTAŞ,VAN,GEVAŞ
31424,KOÇAK,VAN,GEVAŞ
31425,KURULTU,VAN,GEVAŞ
31426,KUŞLUK,VAN,GEVAŞ
31427,TİMAR,VAN,GEVAŞ
31428,TÖRELİ,VAN,GEVAŞ
31429,UĞURVEREN,VAN,GEVAŞ
31430,YANIKÇAY,VAN,GEVAŞ
31431,YEMİŞLİK,VAN,GEVAŞ
31432,YOLDÖNDÜ,VAN,GEVAŞ
31433,YUVA,VAN,GEVAŞ
31434,BARIŞIK,VAN,GEVAŞ
31435,SELİMİYE,VAN,GEVAŞ
31436,ORTA,VAN,GEVAŞ
31437,ELMALI,VAN,GEVAŞ
31438,PINARBAŞI,VAN,GEVAŞ
31439,BAHÇELİEVLER,VAN,GEVAŞ
31440,KARŞIYAKA,VAN,GEVAŞ
31441,YUKARI KAYMAZ,VAN,GÜRPINAR
31442,AKPINAR,VAN,GÜRPINAR
31443,CUMHURİYET,VAN,GÜRPINAR
31444,AŞAĞI KAYMAZ,VAN,GÜRPINAR
31445,DEĞİRMENDÜZÜ,VAN,GÜRPINAR
31446,KOYUNYATAĞI,VAN,GÜRPINAR
31447,OTBİÇER,VAN,GÜRPINAR
31448,ÇAKINLI,VAN,GÜRPINAR
31449,ÇAVUŞTEPE,VAN,GÜRPINAR
31450,ERKALDI,VAN,GÜRPINAR
31451,KUŞDAĞI,VAN,GÜRPINAR
31452,ORTAKÖY,VAN,GÜRPINAR
31453,PARMAKKAPI,VAN,GÜRPINAR
31454,SAKALAR,VAN,GÜRPINAR
31455,YATAĞAN,VAN,GÜRPINAR
31456,YOLAŞAN,VAN,GÜRPINAR
31457,AKBULUT,VAN,GÜRPINAR
31458,ALNIAK,VAN,GÜRPINAR
31459,BOZYİĞİT,VAN,GÜRPINAR
31460,CEVİZALAN,VAN,GÜRPINAR
31461,ÇÖREKLİ,VAN,GÜRPINAR
31462,ELAÇMAZ,VAN,GÜRPINAR
31463,GİYİMLİ,VAN,GÜRPINAR
31464,GÖLARDI,VAN,GÜRPINAR
31465,GÜNBAŞI,VAN,GÜRPINAR
31466,HACIKÖY,VAN,GÜRPINAR
31467,ZERNEK,VAN,GÜRPINAR
31468,IŞIKPINAR,VAN,GÜRPINAR
31469,KARAKOÇ,VAN,GÜRPINAR
31470,MOLLAHÜSEYİN,VAN,GÜRPINAR
31471,MURATALDI,VAN,GÜRPINAR
31472,ONGUN,VAN,GÜRPINAR
31473,ÖVEÇLİ,VAN,GÜRPINAR
31474,SAVACIK,VAN,GÜRPINAR
31475,SEVİNDİK,VAN,GÜRPINAR
31476,SÜTLÜCE,VAN,GÜRPINAR
31477,TAŞDÖNDÜREN,VAN,GÜRPINAR
31478,TEPEGÖREN,VAN,GÜRPINAR
31479,TOPSAKAL,VAN,GÜRPINAR
31480,TUTMAÇ,VAN,GÜRPINAR
31481,UMUT,VAN,GÜRPINAR
31482,UZUNGEDİK,VAN,GÜRPINAR
31483,ÜÇGEN,VAN,GÜRPINAR
31484,YARAMIŞ,VAN,GÜRPINAR
31485,YURTBAŞI,VAN,GÜRPINAR
31486,ARINDI,VAN,GÜRPINAR
31487,BAĞRIYANIK,VAN,GÜRPINAR
31488,BÖLMEÇALI,VAN,GÜRPINAR
31489,BÜKEÇ,VAN,GÜRPINAR
31490,ÇATAKDİBİ,VAN,GÜRPINAR
31491,DAĞSEVEN,VAN,GÜRPINAR
31492,DOLAYLI,VAN,GÜRPINAR
31493,DOLUÇIKIN,VAN,GÜRPINAR
31494,GEÇERLİ,VAN,GÜRPINAR
31495,GÜLEÇLER,VAN,GÜRPINAR
31496,KAPÇIK,VAN,GÜRPINAR
31497,KOÇGÜDEN,VAN,GÜRPINAR
31498,ÖRMELİ,VAN,GÜRPINAR
31499,ÖZLÜCE,VAN,GÜRPINAR
31500,SAPAKONAK,VAN,GÜRPINAR
31501,TAŞLIYAZI,VAN,GÜRPINAR
31502,YEDİSALKIM,VAN,GÜRPINAR
31503,YOLDÜŞTÜ,VAN,GÜRPINAR
31504,AKDOĞU,VAN,GÜRPINAR
31505,ÇEPKENLİ,VAN,GÜRPINAR
31506,DİKBIYIK,VAN,GÜRPINAR
31507,GEZİYURT,VAN,GÜRPINAR
31508,KALKANLI,VAN,GÜRPINAR
31509,KILIÇTUTAN,VAN,GÜRPINAR
31510,OĞULDAMI,VAN,GÜRPINAR
31511,SICAKSU,VAN,GÜRPINAR
31512,TOPÇUDEĞİRMENİ,VAN,GÜRPINAR
31513,TOPYILDIZ,VAN,GÜRPINAR
31514,TUTAK,VAN,GÜRPINAR
31515,ÜÇDOĞAN,VAN,GÜRPINAR
31516,HOŞAB,VAN,GÜRPINAR
31517,KIRKGEÇİT,VAN,GÜRPINAR
31518,YALINCA,VAN,GÜRPINAR
31519,BEŞBUDAK,VAN,GÜRPINAR
31520,BOSTANİÇİ,VAN,İPEKYOLU
31521,AĞZIKARA,VAN,İPEKYOLU
31522,AKTAŞ,VAN,İPEKYOLU
31523,ARITOPRAK,VAN,İPEKYOLU
31524,AŞAĞIÇİTLİ,VAN,İPEKYOLU
31525,AŞAĞIGÖLALAN,VAN,İPEKYOLU
31526,BAKLATEPE,VAN,İPEKYOLU
31527,ÇALIMLI,VAN,İPEKYOLU
31528,SARMAÇ,VAN,İPEKYOLU
31529,KARPUZALANI,VAN,İPEKYOLU
31530,KAVUNCU,VAN,İPEKYOLU
31531,KEVENLİ,VAN,İPEKYOLU
31532,KIRATLI,VAN,İPEKYOLU
31533,KÖŞEBAŞI,VAN,İPEKYOLU
31534,BAKRAÇLI,VAN,İPEKYOLU
31535,BEŞÇATAK,VAN,İPEKYOLU
31536,DEĞİRMENKÖY,VAN,İPEKYOLU
31537,DEREÜSTÜ,VAN,İPEKYOLU
31538,GÖVELEK,VAN,İPEKYOLU
31539,SERHAT,VAN,İPEKYOLU
31540,BAHÇİVAN,VAN,İPEKYOLU
31541,EMİNPAŞA,VAN,İPEKYOLU
31542,HALİLAĞA,VAN,İPEKYOLU
31543,SELİMBEY,VAN,İPEKYOLU
31544,ESENLER,VAN,İPEKYOLU
31545,ALİPAŞA,VAN,İPEKYOLU
31546,CEVDETPAŞA,VAN,İPEKYOLU
31547,CUMHURİYET,VAN,İPEKYOLU
31548,HACIBEKİR,VAN,İPEKYOLU
31549,ŞEREFİYE,VAN,İPEKYOLU
31550,VALİ MİTHATBEY,VAN,İPEKYOLU
31551,YENİMAHALLE,VAN,İPEKYOLU
31552,YALI,VAN,İPEKYOLU
31553,HATUNİYE,VAN,İPEKYOLU
31554,BUZHANE,VAN,İPEKYOLU
31555,KARŞIYAKA,VAN,İPEKYOLU
31556,SEYİTFEHİMARVASİ,VAN,İPEKYOLU
31557,HAFİZİYE,VAN,İPEKYOLU
31558,ERÇEK,VAN,İPEKYOLU
31559,ORTANCA,VAN,İPEKYOLU
31560,YALINAĞAÇ,VAN,İPEKYOLU
31561,YATIKSIRT,VAN,İPEKYOLU
31562,YUKARIGÖLALAN,VAN,İPEKYOLU
31563,YUKARIGÜNEYCE,VAN,İPEKYOLU
31564,DEĞİRMENARKI,VAN,İPEKYOLU
31565,DİBEKLİ,VAN,İPEKYOLU
31566,ILIKAYNAK,VAN,İPEKYOLU
31567,IRGAT,VAN,İPEKYOLU
31568,KARAGÜNDÜZ,VAN,İPEKYOLU
31569,KARAKOÇ,VAN,İPEKYOLU
31570,KAYMAKLI,VAN,İPEKYOLU
31571,GÜLTEPE,VAN,MURADİYE
31572,YAVUZ SELİM,VAN,MURADİYE
31573,KANDAHAR,VAN,MURADİYE
31574,ŞEHİTMEHMETBEY,VAN,MURADİYE
31575,KARAOĞLAN,VAN,MURADİYE
31576,FEVZİ ÇAKMAK,VAN,MURADİYE
31577,FATİH,VAN,MURADİYE
31578,YENİŞEHİR,VAN,MURADİYE
31579,ÜNSELİ,VAN,MURADİYE
31580,AÇIKYOL,VAN,MURADİYE
31581,ADAKLI,VAN,MURADİYE
31582,AKBULAK,VAN,MURADİYE
31583,AKÇAÇAY,VAN,MURADİYE
31584,ALKASNAK,VAN,MURADİYE
31585,AŞAĞI ARGIT,VAN,MURADİYE
31586,BABACAN,VAN,MURADİYE
31587,BALAKLI,VAN,MURADİYE
31588,BEŞPARMAK,VAN,MURADİYE
31589,BEYDAĞI,VAN,MURADİYE
31590,ÇAKMAK,VAN,MURADİYE
31591,ÇİÇEKLİ,VAN,MURADİYE
31592,DAĞÖREN,VAN,MURADİYE
31593,DEVETAŞ,VAN,MURADİYE
31594,DOĞANGÜN,VAN,MURADİYE
31595,DÜRÜKKAŞ,VAN,MURADİYE
31596,ERİŞEN,VAN,MURADİYE
31597,ESENKOÇ,VAN,MURADİYE
31598,GÖNDERME,VAN,MURADİYE
31599,GÖRECEK,VAN,MURADİYE
31600,GÜLLÜÇİMEN,VAN,MURADİYE
31601,GÜMÜŞTEPE,VAN,MURADİYE
31602,KARAHAN,VAN,MURADİYE
31603,KEÇİKIRAN,VAN,MURADİYE
31604,KEMERKÖPRÜ,VAN,MURADİYE
31605,KOCASABAN,VAN,MURADİYE
31606,KÖŞKKÖY,VAN,MURADİYE
31607,KUŞÇU,VAN,MURADİYE
31608,OTLAKBAŞI,VAN,MURADİYE
31609,OVAPINAR,VAN,MURADİYE
31610,SARIMEHMET,VAN,MURADİYE
31611,SÜRÜYOLU,VAN,MURADİYE
31612,TOPUZARPA,VAN,MURADİYE
31613,ULUŞAR,VAN,MURADİYE
31614,YAKINCAK,VAN,MURADİYE
31615,YALINDÜZ,VAN,MURADİYE
31616,YUKARI ARGIT,VAN,MURADİYE
31617,YUMAKLI,VAN,MURADİYE
31618,TANSU,VAN,MURADİYE
31619,ESKİ EMEK,VAN,ÖZALP
31620,DORUTAY,VAN,ÖZALP
31621,İSTASYON,VAN,ÖZALP
31622,MAHMUDİYE,VAN,ÖZALP
31623,ALTINBOĞA,VAN,ÖZALP
31624,AŞAĞIMOLLAHASAN,VAN,ÖZALP
31625,BAĞRIAÇIK,VAN,ÖZALP
31626,BOĞAZKESEN,VAN,ÖZALP
31627,BOYALDI,VAN,ÖZALP
31628,ÇAMURLU,VAN,ÖZALP
31629,DÖNERDERE,VAN,ÖZALP
31630,EMEK,VAN,ÖZALP
31631,GÖZDEĞMEZ,VAN,ÖZALP
31632,GÜLTEPE,VAN,ÖZALP
31633,HACIKIŞLAK,VAN,ÖZALP
31634,HAZİNE,VAN,ÖZALP
31635,KALECİK,VAN,ÖZALP
31636,KARLIYAMAÇ,VAN,ÖZALP
31637,KAŞIKARA,VAN,ÖZALP
31638,KIRKÇALI,VAN,ÖZALP
31639,MEHMETALAN,VAN,ÖZALP
31640,MOLLATOPUZ,VAN,ÖZALP
31641,SARIKÖY,VAN,ÖZALP
31642,SAVATLI,VAN,ÖZALP
31643,SUGEÇER,VAN,ÖZALP
31644,ŞEHİTTEPE,VAN,ÖZALP
31645,ŞEMSETTİN,VAN,ÖZALP
31646,TEPEDAM,VAN,ÖZALP
31647,YUKARIAYAZCA,VAN,ÖZALP
31648,YUKARIÇAVDARLIK,VAN,ÖZALP
31649,YUKARIMOLLAHASAN,VAN,ÖZALP
31650,YÜRKUŞAK,VAN,ÖZALP
31651,AKSORGUÇ,VAN,ÖZALP
31652,AŞAĞIAKÇAGÜL,VAN,ÖZALP
31653,AŞAĞIBALÇIKLI,VAN,ÖZALP
31654,AŞAĞIKOÇKIRAN,VAN,ÖZALP
31655,AŞAĞITULGALI,VAN,ÖZALP
31656,AŞAĞIYORGANLI,VAN,ÖZALP
31657,BODURAĞAÇ,VAN,ÖZALP
31658,ÇAVUŞLAR,VAN,ÖZALP
31659,ÇIRAKKÖY,VAN,ÖZALP
31660,ÇUBUKLU,VAN,ÖZALP
31661,DAĞDEVİREN,VAN,ÖZALP
31662,DAMLACIK,VAN,ÖZALP
31663,EĞRİBELEN,VAN,ÖZALP
31664,GÜNYÜZLÜ,VAN,ÖZALP
31665,HACIALİ,VAN,ÖZALP
31666,OYMAKLI,VAN,ÖZALP
31667,SEYDİBEY,VAN,ÖZALP
31668,YARIMKAYA,VAN,ÖZALP
31669,YAVUZLAR,VAN,ÖZALP
31670,YUKARIBALÇIKLI,VAN,ÖZALP
31671,YUKARITULGALI,VAN,ÖZALP
31672,YUKARIYORGANLI,VAN,ÖZALP
31673,YUMRUKLU,VAN,ÖZALP
31674,SAĞMALI,VAN,ÖZALP
31675,CUMHURİYET,VAN,ÖZALP
31676,KARGALI,VAN,ÖZALP
31677,FERİTMELEN,VAN,SARAY
31678,KAZIMPAŞA,VAN,SARAY
31679,MAHMUDİYE,VAN,SARAY
31680,ATATÜRK,VAN,SARAY
31681,BAKIŞIK,VAN,SARAY
31682,BALTEPE,VAN,SARAY
31683,BEYARSLAN,VAN,SARAY
31684,ÇAKMAKKÖY,VAN,SARAY
31685,ÇARDAK,VAN,SARAY
31686,ÇAYBAĞI,VAN,SARAY
31687,DEĞİRMİGÖL,VAN,SARAY
31688,DOLUTAŞ,VAN,SARAY
31689,KAPIKÖY,VAN,SARAY
31690,KARAHİSAR,VAN,SARAY
31691,KARGALI,VAN,SARAY
31692,KAZLIGÖL,VAN,SARAY
31693,KEÇİKAYASI,VAN,SARAY
31694,KEKİKDÜZÜ,VAN,SARAY
31695,KEPİR,VAN,SARAY
31696,KOÇBAŞI,VAN,SARAY
31697,KURUCAN,VAN,SARAY
31698,ÖRENBURÇ,VAN,SARAY
31699,SIRIMLI,VAN,SARAY
31700,TURANKÖY,VAN,SARAY
31701,YAMANYURT,VAN,SARAY
31702,YEŞİLAĞAÇ,VAN,SARAY
31703,ZİNCİRKIRAN,VAN,SARAY
31704,KALECİK,VAN,TUŞBA
31705,GÖLYAZI,VAN,TUŞBA
31706,ÇOBANOĞLU,VAN,TUŞBA
31707,BARDAKÇI,VAN,TUŞBA
31708,ALABAYIR,VAN,TUŞBA
31709,AŞİT,VAN,TUŞBA
31710,ÇOMAKLI,VAN,TUŞBA
31711,YANLIZAĞAÇ,VAN,TUŞBA
31712,İSTASYON,VAN,TUŞBA
31713,BEYÜZÜMÜ,VAN,TUŞBA
31714,ABDURRAHMANGAZİ,VAN,TUŞBA
31715,ALTINTEPE,VAN,TUŞBA
31716,AKKÖPRÜ,VAN,TUŞBA
31717,İSKELE,VAN,TUŞBA
31718,KOZLUCA,VAN,TUŞBA
31719,GEDELOVA,VAN,TUŞBA
31720,CANİK,VAN,TUŞBA
31721,ADIGÜZEL,VAN,TUŞBA
31722,AYANIS,VAN,TUŞBA
31723,AKÇAÖREN,VAN,TUŞBA
31724,AKÇİFT,VAN,TUŞBA
31725,ALAKÖY,VAN,TUŞBA
31726,ARISU,VAN,TUŞBA
31727,ATMACA,VAN,TUŞBA
31728,BAĞDAŞAN,VAN,TUŞBA
31729,ÇAKIRBEY,VAN,TUŞBA
31730,ÇİTÖREN,VAN,TUŞBA
31731,ÇOLPAN,VAN,TUŞBA
31732,DAĞÖNÜ,VAN,TUŞBA
31733,DEĞİRMENÖZÜ,VAN,TUŞBA
31734,DEREBEY,VAN,TUŞBA
31735,DİBEKDÜZÜ,VAN,TUŞBA
31736,DİLİMLİ,VAN,TUŞBA
31737,ERMİŞLER,VAN,TUŞBA
31738,ESENPINAR,VAN,TUŞBA
31739,GÖLLÜ,VAN,TUŞBA
31740,GÜLSÜNLER,VAN,TUŞBA
31741,GÜVENÇLİ,VAN,TUŞBA
31742,HALKALI,VAN,TUŞBA
31743,HIDIR,VAN,TUŞBA
